Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
9/12/1961,,74,51,0,0,0
9/13/1961,,75,,0,0,0
9/14/1961,,75,41,0,0,0
9/15/1961,,73,45,0,0,0
9/16/1961,,72,52,0,0,0
9/17/1961,,76,55,0,0,0
9/18/1961,,73,52,0,0,0
9/19/1961,,74,46,0,0,0
9/20/1961,,75,53,0,0,0
9/21/1961,,74,52,0,0,0
9/22/1961,,74,50,0,0,0
9/23/1961,,73,44,0,0,0
9/24/1961,,71,56,0,0,0
9/25/1961,,68,55,0,0,0
9/26/1961,,65,55,0,0,0
9/27/1961,,67,55,0,0,0
9/28/1961,,67,56,0,0,0
9/29/1961,,69,56,0,0,0
9/30/1961,,71,48,0,0,0
10/1/1961,,66,58,0,0,0
10/2/1961,,66,54,0,0,0
10/3/1961,,64,56,0,0,0
10/4/1961,,66,59,0,0,0
10/5/1961,,67,57,0,0,0
10/6/1961,,70,58,0,0,0
10/7/1961,,69,54,0,0,0
10/8/1961,,68,53,0,0,0
10/9/1961,,70,53,0,0,0
10/10/1961,,69,52,0,0,0
10/11/1961,,70,53,0,0,0
10/12/1961,,69,50,0,0,0
10/13/1961,,79,56,0,0,0
10/14/1961,,,59,0,0,0
10/15/1961,,,68,0,0,0
10/16/1961,,84,53,0,0,0
10/17/1961,,75,58,0,0,0
10/18/1961,,70,51,0,0,0
10/19/1961,,74,45,0,0,0
10/20/1961,,75,47,0,0,0
10/21/1961,,76,50,0,0,0
10/22/1961,,77,59,0,0,0
10/23/1961,,70,54,0,0,0
10/24/1961,,69,51,0,0,0
10/25/1961,,69,52,0,0,0
10/26/1961,,70,50,0,0,0
10/27/1961,,69,45,0,0,0
10/28/1961,,,48,0,0,0
10/29/1961,,66,47,0,0,0
10/30/1961,,69,53,0,0,0
10/31/1961,,68,48,0,0,0
11/1/1961,,65,48,0,0,0
11/2/1961,,68,49,0.03,0,0
11/3/1961,,66,48,0,0,0
11/4/1961,,65,47,0,0,0
11/5/1961,,78,57,0,0,0
11/6/1961,,76,62,0,0,0
11/7/1961,,77,61,0,0,0
11/8/1961,,82,57,0,0,0
11/9/1961,,71,59,0,0,0
11/10/1961,,67,56,0,0,0
11/11/1961,,72,48,0,0,0
11/12/1961,,70,49,0,0,0
11/13/1961,,72,56,0,0,0
11/14/1961,,69,51,0,0,0
11/15/1961,,65,50,0,0,0
11/16/1961,,64,56,0.01,0,0
11/17/1961,,64,53,0,0,0
11/18/1961,,65,46,0,0,0
11/19/1961,,64,47,0,0,0
11/20/1961,,62,44,0.38,0,0
11/21/1961,,59,43,0,0,0
11/22/1961,,60,44,0,0,0
11/23/1961,,62,47,0,0,0
11/24/1961,,60,50,0.07,0,0
11/25/1961,,60,44,0.4,0,0
11/26/1961,,60,48,0.03,0,0
11/27/1961,,60,50,0,0,0
11/28/1961,,63,50,0,0,0
11/29/1961,,58,49,0,0,0
11/30/1961,,69,49,0,0,0
12/1/1961,,,50,0.04,0,0
12/2/1961,,63,50,0.86,0,0
12/3/1961,,63,52,0.11,0,0
12/4/1961,,62,47,0,0,0
12/5/1961,,60,47,0,0,0
12/6/1961,,60,46,0,0,0
12/7/1961,,61,50,0,0,0
12/8/1961,,56,50,0,0,0
12/9/1961,,65,46,0,0,0
12/10/1961,,63,50,0.1,0,0
12/11/1961,,60,52,0.03,0,0
12/12/1961,,61,44,0,0,0
12/13/1961,,60,49,0,0,0
12/14/1961,,55,48,0.22,0,0
12/15/1961,,58,50,0.04,0,0
12/16/1961,,58,50,0.15,0,0
12/17/1961,,59,46,0,0,0
12/18/1961,,58,44,0.01,0,0
12/19/1961,,60,49,0,0,0
12/20/1961,,62,49,0,0,0
12/21/1961,,,49,0,0,0
12/22/1961,,65,46,0,0,0
12/23/1961,,63,46,0,0,0
12/24/1961,,64,47,0,0,0
12/25/1961,,66,45,0,0,0
12/26/1961,,56,46,0,0,0
12/27/1961,,58,45,0,0,0
12/28/1961,,70,49,0,0,0
12/29/1961,,73,49,0,0,0
12/30/1961,,69,51,0,0,0
12/31/1961,,57,50,0,0,0
1/1/1962,,,,0,0,0
1/2/1962,,,,0,0,0
1/3/1962,,,,0,0,0
1/4/1962,,,,0,0,0
1/5/1962,,,,0,0,0
1/6/1962,,64,45,0,0,0
1/7/1962,,74,56,0,0,0
1/8/1962,,71,55,0,0,0
1/9/1962,,71,53,0,0,0
1/10/1962,,69,47,0,0,0
1/11/1962,,69,45,0,0,0
1/12/1962,,60,42,0.03,0,0
1/13/1962,,57,49,0.11,0,0
1/14/1962,,59,43,0,0,0
1/15/1962,,57,41,0,0,0
1/16/1962,,60,47,0,0,0
1/17/1962,,62,46,0,0,0
1/18/1962,,54,44,0,0,0
1/19/1962,,55,44,0,0,0
1/20/1962,,55,48,0.12,0,0
1/21/1962,,55,45,0,0,0
1/22/1962,,51,42,0.26,0,0
1/23/1962,,55,44,0.63,0,0
1/24/1962,,52,46,0.12,0,0
1/25/1962,,57,42,0,0,0
1/26/1962,,57,43,0,0,0
1/27/1962,,61,46,0,0,0
1/28/1962,,79,46,0,0,0
1/29/1962,,76,65,0,0,0
1/30/1962,,76,55,0,0,0
1/31/1962,,78,55,0,0,0
2/1/1962,,69,54,0,0,0
2/2/1962,,64,46,0,0,0
2/3/1962,,68,46,0,0,0
2/4/1962,,,,0,0,0
2/5/1962,,58,46,0,0,0
2/6/1962,,,49,0,0,0
2/7/1962,,,49,0.1,0,0
2/8/1962,,,51,0.39,0,0
2/9/1962,,57,53,0.03,0,0
2/10/1962,,60,54,0.1,0,0
2/11/1962,,60,54,0.12,0,0
2/12/1962,,60,54,0,0,0
2/13/1962,,58,45,0,0,0
2/14/1962,,60,52,0,0,0
2/15/1962,,61,50,0,0,0
2/16/1962,,59,51,0.22,0,0
2/17/1962,,58,51,0,0,0
2/18/1962,,58,46,0,0,0
2/19/1962,,53,45,0.75,0,0
2/20/1962,,54,45,0.15,0,0
2/21/1962,,56,45,0.6,0,0
2/22/1962,,57,43,0,0,0
2/23/1962,,58,49,0,0,0
2/24/1962,,59,49,0,0,0
2/25/1962,,54,46,0.1,0,0
2/26/1962,,53,43,0.12,0,0
2/27/1962,,54,45,0.06,0,0
2/28/1962,,56,40,0,0,0
3/1/1962,,54,45,0,0,0
3/2/1962,,57,44,0,0,0
3/3/1962,,62,45,0,0,0
3/4/1962,,60,41,0,0,0
3/5/1962,,60,48,0,0,0
3/6/1962,,58,49,0.17,0,0
3/7/1962,,60,51,0.03,0,0
3/8/1962,,60,46,0,0,0
3/9/1962,,58,45,0,0,0
3/10/1962,,58,48,0,0,0
3/11/1962,,60,47,0,0,0
3/12/1962,,60,43,0,0,0
3/13/1962,,61,45,0,0,0
3/14/1962,,60,46,0,0,0
3/15/1962,,,,0,0,0
3/16/1962,,61,42,0,0,0
3/17/1962,,60,42,0,0,0
3/18/1962,,58,46,0.12,0,0
3/19/1962,,58,50,0.18,0,0
3/20/1962,,59,50,0,0,0
3/21/1962,,60,47,0,0,0
3/22/1962,,61,49,0,0,0
3/23/1962,,59,49,0,0,0
3/24/1962,,59,47,0,0,0
3/25/1962,,57,46,0,0,0
3/26/1962,,61,51,0,0,0
3/27/1962,,58,47,0,0,0
3/28/1962,,60,49,0,0,0
3/29/1962,,60,48,0,0,0
3/30/1962,,60,50,0,0,0
3/31/1962,,60,49,0,0,0
4/1/1962,,58,49,0,0,0
4/2/1962,,61,48,0,0,0
4/3/1962,,63,52,0,0,0
4/4/1962,,60,50,0,0,0
4/5/1962,,59,52,0,0,0
4/6/1962,,78,50,0,0,0
4/7/1962,,80,59,0,0,0
4/8/1962,,79,54,0,0,0
4/9/1962,,61,54,0,0,0
4/10/1962,,68,54,0,0,0
4/11/1962,,61,54,0,0,0
4/12/1962,,62,52,0,0,0
4/13/1962,,63,51,0,0,0
4/14/1962,,61,54,0,0,0
4/15/1962,,62,52,0,0,0
4/16/1962,,62,50,0,0,0
4/17/1962,,68,57,0,0,0
4/18/1962,,70,59,0,0,0
4/19/1962,,70,59,0,0,0
4/20/1962,,68,54,0,0,0
4/21/1962,,69,60,0,0,0
4/22/1962,,73,60,0,0,0
4/23/1962,,70,58,0,0,0
4/24/1962,,68,54,0,0,0
4/25/1962,,,54,0,0,0
4/26/1962,,,,0,0,0
4/27/1962,,,,0,0,0
4/28/1962,,,,0,0,0
4/29/1962,,,,0,0,0
4/30/1962,,,,0,0,0
5/1/1962,,67,51,0,0,0
5/2/1962,,67,51,0,0,0
5/3/1962,,68,52,0,0,0
5/4/1962,,68,55,0,0,0
5/5/1962,,69,55,0,0,0
5/6/1962,,69,57,0,0,0
5/7/1962,,69,57,0,0,0
5/8/1962,,69,56,0,0,0
5/9/1962,,67,52,0,0,0
5/10/1962,,68,57,0,0,0
5/11/1962,,68,55,0,0,0
5/12/1962,,65,53,0,0,0
5/13/1962,,68,50,0,0,0
5/14/1962,,68,52,0.31,0,0
5/15/1962,,66,52,0,0,0
5/16/1962,,66,50,0,0,0
5/17/1962,,66,49,0.03,0,0
5/18/1962,,65,53,0,0,0
5/19/1962,,68,53,0,0,0
5/20/1962,,67,52,0,0,0
5/21/1962,,66,50,0,0,0
5/22/1962,,70,53,0,0,0
5/23/1962,,67,55,0,0,0
5/24/1962,,67,53,0.14,0,0
5/25/1962,,66,54,0.08,0,0
5/26/1962,,65,53,0.03,0,0
5/27/1962,,64,51,0.13,0,0
5/28/1962,,67,52,0,0,0
5/29/1962,,68,51,0,0,0
5/30/1962,,75,60,0.02,0,0
5/31/1962,,69,55,0,0,0
6/1/1962,,67,56,0,0,0
6/2/1962,,65,54,0,0,0
6/3/1962,,60,54,0,0,0
6/4/1962,,67,54,0,0,0
6/5/1962,,69,54,0,0,0
6/6/1962,,,,0,0,0
6/7/1962,,69,56,0,0,0
6/8/1962,,63,57,0,0,0
6/9/1962,,60,56,0,0,0
6/10/1962,,65,56,0,0,0
6/11/1962,,68,56,0,0,0
6/12/1962,,67,57,0,0,0
6/13/1962,,65,54,0,0,0
6/14/1962,,67,54,0,0,0
6/15/1962,,67,53,0,0,0
6/16/1962,,68,54,0,0,0
6/17/1962,,67,49,0,0,0
6/18/1962,,65,57,0,0,0
6/19/1962,,66,55,0,0,0
6/20/1962,,67,50,0,0,0
6/21/1962,,67,55,0,0,0
6/22/1962,,66,54,0,0,0
6/23/1962,,66,53,0,0,0
6/24/1962,,63,57,0,0,0
6/25/1962,,68,55,0,0,0
6/26/1962,,67,55,0,0,0
6/27/1962,,68,57,0,0,0
6/28/1962,,,54,0,0,0
6/29/1962,,74,56,0,0,0
6/30/1962,,78,55,0,0,0
7/1/1962,,69,56,0,0,0
7/2/1962,,70,57,0,0,0
7/3/1962,,71,50,0,0,0
7/4/1962,,70,56,0,0,0
7/5/1962,,71,59,0,0,0
7/6/1962,,73,54,0,0,0
7/7/1962,,72,60,0,0,0
7/8/1962,,73,58,0,0,0
7/9/1962,,73,59,0,0,0
7/10/1962,,73,59,0,0,0
7/11/1962,,76,60,0,0,0
7/12/1962,,75,62,0,0,0
7/13/1962,,75,60,0,0,0
7/14/1962,,75,61,0,0,0
7/15/1962,,75,59,0,0,0
7/16/1962,,71,52,0,0,0
7/17/1962,,70,60,0,0,0
7/18/1962,,72,60,0,0,0
7/19/1962,,72,61,0,0,0
7/20/1962,,69,61,0,0,0
7/21/1962,,71,60,0,0,0
7/22/1962,,70,60,0,0,0
7/23/1962,,71,59,0,0,0
7/24/1962,,71,60,0,0,0
7/25/1962,,73,59,0,0,0
7/26/1962,,73,59,0,0,0
7/27/1962,,75,60,0,0,0
7/28/1962,,72,60,0,0,0
7/29/1962,,71,60,0,0,0
7/30/1962,,70,60,0,0,0
7/31/1962,,70,59,0,0,0
8/1/1962,,72,60,0,0,0
8/2/1962,,71,59,0,0,0
8/3/1962,,71,59,0,0,0
8/4/1962,,71,59,0,0,0
8/5/1962,,70,59,0,0,0
8/6/1962,,72,59,0,0,0
8/7/1962,,72,62,0,0,0
8/8/1962,,74,68,0,0,0
8/9/1962,,76,65,0,0,0
8/10/1962,,74,62,0,0,0
8/11/1962,,71,61,0,0,0
8/12/1962,,71,60,0,0,0
8/13/1962,,71,60,0,0,0
8/14/1962,,72,61,0,0,0
8/15/1962,,73,61,0,0,0
8/16/1962,,76,61,0,0,0
8/17/1962,,72,64,0,0,0
8/18/1962,,70,61,0,0,0
8/19/1962,,71,61,0,0,0
8/20/1962,,72,62,0,0,0
8/21/1962,,71,63,0,0,0
8/22/1962,,72,60,0,0,0
8/23/1962,,71,59,0,0,0
8/24/1962,,74,61,0,0,0
8/25/1962,,75,60,0,0,0
8/26/1962,,71,60,0,0,0
8/27/1962,,74,60,0,0,0
8/28/1962,,74,60,0,0,0
8/29/1962,,75,60,0,0,0
8/30/1962,,73,62,0,0,0
8/31/1962,,73,62,0,0,0
9/1/1962,,73,62,0,0,0
9/2/1962,,70,62,0,0,0
9/3/1962,,70,60,0,0,0
9/4/1962,,72,60,0,0,0
9/5/1962,,70,60,0,0,0
9/6/1962,,72,61,0,0,0
9/7/1962,,70,59,0,0,0
9/8/1962,,71,62,0,0,0
9/9/1962,,71,57,0,0,0
9/10/1962,,72,59,0,0,0
9/11/1962,,69,61,0,0,0
9/12/1962,,69,60,0,0,0
9/13/1962,,70,59,0,0,0
9/14/1962,,70,60,0,0,0
9/15/1962,,70,61,0,0,0
9/16/1962,,70,60,0,0,0
9/17/1962,,66,60,0,0,0
9/18/1962,,68,60,0,0,0
9/19/1962,,69,60,0,0,0
9/20/1962,,70,60,0,0,0
9/21/1962,,70,59,0,0,0
9/22/1962,,70,59,0,0,0
9/23/1962,,84,61,0,0,0
9/24/1962,,79,63,0,0,0
9/25/1962,,72,61,0,0,0
9/26/1962,,68,60,0,0,0
9/27/1962,,67,59,0,0,0
9/28/1962,,71,56,0,0,0
9/29/1962,,71,57,0,0,0
9/30/1962,,67,58,0.01,0,0
10/1/1962,,67,57,0,0,0
10/2/1962,,65,58,0.01,0,0
10/3/1962,,68,59,0,0,0
10/4/1962,,67,57,0,0,0
10/5/1962,,70,56,0,0,0
10/6/1962,,68,56,0,0,0
10/7/1962,,70,58,0,0,0
10/8/1962,,67,56,0,0,0
10/9/1962,,68,56,0,0,0
10/10/1962,,67,56,0,0,0
10/11/1962,,66,56,0,0,0
10/12/1962,,65,55,0,0,0
10/13/1962,,67,55,0,0,0
10/14/1962,,71,59,0,0,0
10/15/1962,,70,54,0,0,0
10/16/1962,,70,54,0,0,0
10/17/1962,,70,53,0,0,0
10/18/1962,,66,56,0,0,0
10/19/1962,,70,59,0,0,0
10/20/1962,,69,58,0,0,0
10/21/1962,,73,55,0,0,0
10/22/1962,,66,54,0,0,0
10/23/1962,,67,56,0,0,0
10/24/1962,,67,57,0,0,0
10/25/1962,,67,56,0,0,0
10/26/1962,,66,55,0,0,0
10/27/1962,,65,56,0,0,0
10/28/1962,,65,56,0,0,0
10/29/1962,,72,53,0,0,0
10/30/1962,,85,55,0,0,0
10/31/1962,,79,60,0,0,0
11/1/1962,,70,55,0,0,0
11/2/1962,,67,55,0.01,0,0
11/3/1962,,69,57,0,0,0
11/4/1962,,61,57,0,0,0
11/5/1962,,62,56,0,0,0
11/6/1962,,62,51,0,0,0
11/7/1962,,61,52,0,0,0
11/8/1962,,63,51,0,0,0
11/9/1962,,63,55,0,0,0
11/10/1962,,65,55,0,0,0
11/11/1962,,65,55,0,0,0
11/12/1962,,65,52,0,0,0
11/13/1962,,61,55,0,0,0
11/14/1962,,64,57,0,0,0
11/15/1962,,66,55,0,0,0
11/16/1962,,65,59,0,0,0
11/17/1962,,65,49,0,0,0
11/18/1962,,64,47,0,0,0
11/19/1962,,65,50,0,0,0
11/20/1962,,67,49,0,0,0
11/21/1962,,65,54,0,0,0
11/22/1962,,61,49,0,0,0
11/23/1962,,63,53,0,0,0
11/24/1962,,62,54,0,0,0
11/25/1962,,63,51,0.01,0,0
11/26/1962,,58,51,0,0,0
11/27/1962,,61,50,0,0,0
11/28/1962,,64,51,0,0,0
11/29/1962,,65,49,0,0,0
11/30/1962,,62,47,0,0,0
12/1/1962,,63,56,0,0,0
12/2/1962,,61,49,0,0,0
12/3/1962,,60,48,0,0,0
12/4/1962,,70,49,0,0,0
12/5/1962,,69,50,0,0,0
12/6/1962,,65,49,0,0,0
12/7/1962,,59,48,0,0,0
12/8/1962,,58,47,0,0,0
12/9/1962,,57,47,0,0,0
12/10/1962,,58,47,0,0,0
12/11/1962,,60,52,0,0,0
12/12/1962,,57,52,0,0,0
12/13/1962,,57,50,0,0,0
12/14/1962,,59,49,0,0,0
12/15/1962,,60,52,0,0,0
12/16/1962,,61,50,0,0,0
12/17/1962,,66,54,0.02,0,0
12/18/1962,,60,54,0.17,0,0
12/19/1962,,60,52,0,0,0
12/20/1962,,58,51,0,0,0
12/21/1962,,61,46,0,0,0
12/22/1962,,58,48,0,0,0
12/23/1962,,56,49,0,0,0
12/24/1962,,61,55,0.03,0,0
12/25/1962,,62,50,0,0,0
12/26/1962,,60,49,0,0,0
12/27/1962,,60,44,0,0,0
12/28/1962,,59,43,0,0,0
12/29/1962,,60,46,0,0,0
12/30/1962,,61,48,0,0,0
12/31/1962,,59,45,0,0,0
1/1/1963,,62,49,0,0,0
1/2/1963,,63,52,0,0,0
1/3/1963,,61,52,0,0,0
1/4/1963,,63,47,0,0,0
1/5/1963,,63,48,0,0,0
1/6/1963,,68,52,0,0,0
1/7/1963,,78,55,0,0,0
1/8/1963,,70,57,0.05,0,0
1/9/1963,,63,54,0,0,0
1/10/1963,,60,54,0,0,0
1/11/1963,,60,49,0,0,0
1/12/1963,,55,46,0,0,0
1/13/1963,,55,35,0,0,0
1/14/1963,,55,38,0,0,0
1/15/1963,,59,45,0,0,0
1/16/1963,,60,44,0,0,0
1/17/1963,,59,44,0,0,0
1/18/1963,,59,42,0,0,0
1/19/1963,,61,47,0,0,0
1/20/1963,,58,46,0,0,0
1/21/1963,,60,46,0,0,0
1/22/1963,,60,43,0,0,0
1/23/1963,,59,44,0,0,0
1/24/1963,,57,47,0,0,0
1/25/1963,,56,50,0,0,0
1/26/1963,,59,50,0,0,0
1/27/1963,,60,47,0,0,0
1/28/1963,,62,51,0,0,0
1/29/1963,,61,53,0,0,0
1/30/1963,,63,47,0,0,0
1/31/1963,,65,51,0,0,0
2/1/1963,,62,56,0,0,0
2/2/1963,,74,54,0.04,0,0
2/3/1963,,82,56,0,0,0
2/4/1963,,79,60,0,0,0
2/5/1963,,75,58,0,0,0
2/6/1963,,69,56,0,0,0
2/7/1963,,60,53,0,0,0
2/8/1963,,60,52,0,0,0
2/9/1963,,59,53,0.55,0,0
2/10/1963,,63,53,,0,0
2/11/1963,,59,51,,0,0
2/12/1963,,61,51,0,0,0
2/13/1963,,62,50,0,0,0
2/14/1963,,62,54,0,0,0
2/15/1963,,61,51,0,0,0
2/16/1963,,62,51,0,0,0
2/17/1963,,63,52,0,0,0
2/18/1963,,64,51,0,0,0
2/19/1963,,59,49,0,0,0
2/20/1963,,63,51,0,0,0
2/21/1963,,60,50,0,0,0
2/22/1963,,64,51,0,0,0
2/23/1963,,70,49,0,0,0
2/24/1963,,78,54,0,0,0
2/25/1963,,70,55,0,0,0
2/26/1963,,71,47,0,0,0
2/27/1963,,66,51,0,0,0
2/28/1963,,70,56,0,0,0
3/1/1963,,67,54,0,0,0
3/2/1963,,66,51,0,0,0
3/3/1963,,61,51,0,0,0
3/4/1963,,65,46,0,0,0
3/5/1963,,63,45,0,0,0
3/6/1963,,63,45,0,0,0
3/7/1963,,64,48,0,0,0
3/8/1963,,61,48,0,0,0
3/9/1963,,63,52,0.01,0,0
3/10/1963,,65,50,0,0,0
3/11/1963,,65,50,0,0,0
3/12/1963,,68,51,0,0,0
3/13/1963,,63,48,0,0,0
3/14/1963,,64,50,0,0,0
3/15/1963,,58,44,0.05,0,0
3/16/1963,,63,45,0.62,0,0
3/17/1963,,57,45,0.17,0,0
3/18/1963,,61,42,0,0,0
3/19/1963,,62,45,0,0,0
3/20/1963,,64,45,0,0,0
3/21/1963,,65,45,0,0,0
3/22/1963,,64,52,0,0,0
3/23/1963,,62,51,0.05,0,0
3/24/1963,,63,48,0,0,0
3/25/1963,,63,47,0,0,0
3/26/1963,,62,47,0,0,0
3/27/1963,,66,50,0,0,0
3/28/1963,,63,52,0.19,0,0
3/29/1963,,64,49,0,0,0
3/30/1963,,64,49,0,0,0
3/31/1963,,63,49,0,0,0
4/1/1963,,58,49,0,0,0
4/2/1963,,64,45,0,0,0
4/3/1963,,63,42,0,0,0
4/4/1963,,65,47,0,0,0
4/5/1963,,65,49,0,0,0
4/6/1963,,62,51,0,0,0
4/7/1963,,63,52,0,0,0
4/8/1963,,62,50,0.02,0,0
4/9/1963,,66,53,0,0,0
4/10/1963,,65,46,0,0,0
4/11/1963,,63,45,0,0,0
4/12/1963,,63,49,0,0,0
4/13/1963,,64,51,0,0,0
4/14/1963,,62,52,0.02,0,0
4/15/1963,,65,55,0,0,0
4/16/1963,,62,48,0,0,0
4/17/1963,,60,43,0,0,0
4/18/1963,,63,45,0,0,0
4/19/1963,,64,46,0,0,0
4/20/1963,,65,51,0,0,0
4/21/1963,,62,52,0,0,0
4/22/1963,,61,44,0,0,0
4/23/1963,,62,48,0,0,0
4/24/1963,,65,48,0,0,0
4/25/1963,,66,46,0,0,0
4/26/1963,,64,48,0.04,0,0
4/27/1963,,66,49,0,0,0
4/28/1963,,66,49,0,0,0
4/29/1963,,66,47,0,0,0
4/30/1963,,67,54,0,0,0
5/1/1963,,65,53,0,0,0
5/2/1963,,65,54,0,0,0
5/3/1963,,66,54,0,0,0
5/4/1963,,68,55,0,0,0
5/5/1963,,66,55,0,0,0
5/6/1963,,67,55,0,0,0
5/7/1963,,69,55,0,0,0
5/8/1963,,68,56,0,0,0
5/9/1963,,71,53,0,0,0
5/10/1963,,67,54,0,0,0
5/11/1963,,67,55,0,0,0
5/12/1963,,68,50,0,0,0
5/13/1963,,68,51,0,0,0
5/14/1963,,67,53,0,0,0
5/15/1963,,68,51,0,0,0
5/16/1963,,67,51,0,0,0
5/17/1963,,69,54,0,0,0
5/18/1963,,65,57,0,0,0
5/19/1963,,72,56,0,0,0
5/20/1963,,70,56,0,0,0
5/21/1963,,72,58,0,0,0
5/22/1963,,70,57,0,0,0
5/23/1963,,70,56,0,0,0
5/24/1963,,72,55,0,0,0
5/25/1963,,72,56,0,0,0
5/26/1963,,71,58,0,0,0
5/27/1963,,72,57,0,0,0
5/28/1963,,68,56,0,0,0
5/29/1963,,68,57,0,0,0
5/30/1963,,71,57,0,0,0
5/31/1963,,65,57,0,0,0
6/1/1963,,72,57,0,0,0
6/2/1963,,70,58,0,0,0
6/3/1963,,65,57,0,0,0
6/4/1963,,73,57,0,0,0
6/5/1963,,69,57,0,0,0
6/6/1963,,68,55,0,0,0
6/7/1963,,69,54,0.02,0,0
6/8/1963,,69,58,0,0,0
6/9/1963,,66,57,0,0,0
6/10/1963,,68,57,0,0,0
6/11/1963,,62,55,0.26,0,0
6/12/1963,,70,55,0,0,0
6/13/1963,,70,57,0,0,0
6/14/1963,,69,58,0,0,0
6/15/1963,,70,59,0,0,0
6/16/1963,,68,58,0,0,0
6/17/1963,,68,58,0,0,0
6/18/1963,,71,57,0,0,0
6/19/1963,,70,59,0,0,0
6/20/1963,,72,59,0,0,0
6/21/1963,,69,58,0,0,0
6/22/1963,,69,58,0,0,0
6/23/1963,,71,59,0,0,0
6/24/1963,,71,59,0,0,0
6/25/1963,,72,58,0,0,0
6/26/1963,,72,58,0,0,0
6/27/1963,,73,59,0,0,0
6/28/1963,,73,59,0,0,0
6/29/1963,,73,54,0,0,0
6/30/1963,,74,57,0,0,0
7/1/1963,,69,58,0,0,0
7/2/1963,,70,59,0,0,0
7/3/1963,,71,58,0,0,0
7/4/1963,,72,59,0,0,0
7/5/1963,,72,58,0,0,0
7/6/1963,,71,60,0,0,0
7/7/1963,,71,57,0,0,0
7/8/1963,,72,58,0,0,0
7/9/1963,,71,58,0,0,0
7/10/1963,,69,57,0,0,0
7/11/1963,,71,58,0,0,0
7/12/1963,,69,59,0,0,0
7/13/1963,,72,60,0,0,0
7/14/1963,,71,61,0,0,0
7/15/1963,,70,60,0,0,0
7/16/1963,,74,59,0,0,0
7/17/1963,,73,60,0,0,0
7/18/1963,,74,60,0,0,0
7/19/1963,,74,62,0,0,0
7/20/1963,,74,61,0,0,0
7/21/1963,,74,61,0,0,0
7/22/1963,,74,61,0,0,0
7/23/1963,,74,60,0,0,0
7/24/1963,,73,63,0,0,0
7/25/1963,,74,62,0,0,0
7/26/1963,,79,62,0,0,0
7/27/1963,,74,60,0,0,0
7/28/1963,,74,62,0,0,0
7/29/1963,,74,63,0,0,0
7/30/1963,,76,63,0,0,0
7/31/1963,,72,62,0,0,0
8/1/1963,,75,63,0,0,0
8/2/1963,,77,63,0,0,0
8/3/1963,,75,63,0,0,0
8/4/1963,,76,63,0,0,0
8/5/1963,,75,63,0,0,0
8/6/1963,,75,63,0,0,0
8/7/1963,,74,63,0,0,0
8/8/1963,,74,66,0,0,0
8/9/1963,,75,64,0,0,0
8/10/1963,,74,63,0,0,0
8/11/1963,,72,63,0,0,0
8/12/1963,,73,63,0,0,0
8/13/1963,,74,63,0,0,0
8/14/1963,,80,61,0,0,0
8/15/1963,,79,64,0,0,0
8/16/1963,,79,64,0,0,0
8/17/1963,,79,64,0,0,0
8/18/1963,,78,63,0,0,0
8/19/1963,,78,63,0,0,0
8/20/1963,,79,62,0,0,0
8/21/1963,,78,62,0,0,0
8/22/1963,,77,61,0,0,0
8/23/1963,,77,60,0,0,0
8/24/1963,,76,60,0,0,0
8/25/1963,,75,60,0,0,0
8/26/1963,,77,63,0,0,0
8/27/1963,,77,63,0,0,0
8/28/1963,,77,62,0,0,0
8/29/1963,,76,61,0,0,0
8/30/1963,,75,60,0,0,0
8/31/1963,,72,62,0,0,0
9/1/1963,,77,64,0,0,0
9/2/1963,,72,62,0,0,0
9/3/1963,,72,62,0,0,0
9/4/1963,,75,61,0.9,0,0
9/5/1963,,73,64,0,0,0
9/6/1963,,72,63,0,0,0
9/7/1963,,74,63,0,0,0
9/8/1963,,75,65,0,0,0
9/9/1963,,77,65,0,0,0
9/10/1963,,78,65,0,0,0
9/11/1963,,79,64,0,0,0
9/12/1963,,83,67,0,0,0
9/13/1963,,82,68,0,0,0
9/14/1963,,76,63,0,0,0
9/15/1963,,76,64,0,0,0
9/16/1963,,77,63,0,0,0
9/17/1963,,70,63,0.48,0,0
9/18/1963,,71,62,0.88,0,0
9/19/1963,,74,61,0,0,0
9/20/1963,,72,62,0,0,0
9/21/1963,,75,64,0,0,0
9/22/1963,,75,65,0,0,0
9/23/1963,,71,63,0,0,0
9/24/1963,,71,63,0,0,0
9/25/1963,,92,69,0,0,0
9/26/1963,,,,0,0,0
9/27/1963,,,,0,0,0
9/28/1963,,,79,0,0,0
9/29/1963,,86,69,0,0,0
9/30/1963,,84,65,0,0,0
10/1/1963,,75,63,0,0,0
10/2/1963,,72,66,0,0,0
10/3/1963,,72,65,0,0,0
10/4/1963,,77,63,0,0,0
10/5/1963,,75,61,0,0,0
10/6/1963,,72,62,0,0,0
10/7/1963,,72,62,0,0,0
10/8/1963,,74,62,0,0,0
10/9/1963,,71,62,0,0,0
10/10/1963,,73,60,0,0,0
10/11/1963,,71,61,0,0,0
10/12/1963,,72,60,0,0,0
10/13/1963,,73,57,0,0,0
10/14/1963,,72,59,0,0,0
10/15/1963,,71,60,0,0,0
10/16/1963,,63,56,0.16,0,0
10/17/1963,,69,53,0,0,0
10/18/1963,,71,58,0,0,0
